chrom	start	end
chr17	21120000	21290000
chr17	21300000	21440000
chr17	21450000	21520000
chr17	21530000	22120000
chr17	27250000	27350000
chr17	27360000	27440000
chr17	27450000	27650000
chr17	27660000	27750000
chr17	27760000	27880000
chr17	27890000	28230000
chr17	28240000	28340000
chr17	28350000	28550000
chr17	28560000	28710000
chr17	28720000	28950000
chr17	28960000	29120000
chr17	29130000	29360000
chr17	29370000	29560000
chr17	29570000	29620000
chr17	29630000	29790000
chr17	29800000	29930000
chr17	29940000	30020000
chr17	30030000	30100000
chr17	30110000	30340000
chr17	30350000	30720000
chr17	30730000	30900000
chr17	30910000	31220000
chr17	31230000	31370000
chr17	31380000	31540000
chr17	31550000	31840000
chr17	31850000	32140000
chr17	32150000	32340000
chr17	32350000	32470000
chr17	32480000	32640000
chr17	32650000	32770000
chr17	32780000	32930000
chr17	32940000	33020000
chr17	33030000	33280000
chr17	33290000	33510000
chr17	33520000	33660000
chr17	33670000	33770000
chr17	33780000	33950000
chr17	33960000	34180000
chr17	34190000	34410000
chr17	34420000	34530000
chr17	34540000	34640000
chr17	34650000	34890000
chr17	34900000	34970000
chr17	34980000	35130000
chr17	35140000	35540000
chr17	35550000	35740000
chr17	35750000	35810000
chr17	35820000	35960000
chr17	35970000	36160000
chr17	36170000	36480000
chr17	36490000	36600000
chr17	36610000	36940000
chr17	36950000	37050000
chr17	37060000	37360000
chr17	37370000	37640000
chr17	37650000	38300000
chr17	38310000	38410000
chr17	38420000	38490000
chr17	38500000	38670000
chr17	38680000	38740000
chr17	38750000	38970000
chr17	38980000	39160000
chr17	39170000	39250000
chr17	39260000	39400000
chr17	39410000	39530000
chr17	39540000	39610000
chr17	39620000	39670000
chr17	39680000	39760000
chr17	39770000	39980000
chr17	39990000	40110000
chr17	40120000	40180000
chr17	40190000	40290000
chr17	40300000	40350000
chr17	40360000	40610000
chr17	40620000	40790000
chr17	40800000	40910000
chr17	40920000	40990000
chr17	41000000	41180000
chr17	41190000	41320000
chr17	41330000	41540000
chr17	41550000	41670000
chr17	41680000	42010000
chr17	42020000	42120000
chr17	42130000	42300000
chr17	42310000	42410000
chr17	42420000	42530000
chr17	42540000	42680000
chr17	42690000	42820000
chr17	42830000	42990000
chr17	43000000	43330000
chr17	43340000	43480000
chr17	43490000	43570000
chr17	43580000	43680000
chr17	43690000	43770000
chr17	43780000	43880000
chr17	43890000	44000000
chr17	44010000	44200000
chr17	44210000	44350000
chr17	44360000	44520000
chr17	44530000	44690000
chr17	44700000	44900000
chr17	44910000	45020000
chr17	45030000	45130000
chr17	45140000	45210000
chr17	45220000	45390000
chr17	45400000	45630000
chr17	45640000	45840000
chr17	45850000	45990000
chr17	46000000	46190000
chr17	46200000	46830000
chr17	46840000	46930000
chr17	46940000	47040000
chr17	47050000	47190000
chr17	47200000	47320000
chr17	47330000	47480000
chr17	47490000	47640000
chr17	47650000	47830000
chr17	47840000	47900000
chr17	47910000	48020000
chr17	48030000	48140000
chr17	48150000	48650000
chr17	48660000	48800000
chr17	48810000	48890000
chr17	48900000	49040000
chr17	49050000	49300000
chr17	49310000	49400000
chr17	49410000	49560000
chr17	49570000	49690000
chr17	49700000	49850000
chr17	49860000	50000000
chr17	50010000	50090000
chr17	50100000	50190000
chr17	50200000	50350000
chr17	50360000	50470000
chr17	50480000	50540000
chr17	50550000	50620000
chr17	50630000	50770000
chr17	50780000	50850000
chr17	50860000	50960000
chr17	50970000	51160000
chr17	51170000	51280000
chr17	51290000	51540000
chr17	51550000	51750000
chr17	51760000	51850000
chr17	51860000	52150000
chr17	52160000	52380000
chr17	52390000	52590000
chr17	52600000	53020000
chr17	53030000	53290000
chr17	53300000	53510000
chr17	53520000	53950000
chr17	53960000	54160000
chr17	54170000	54430000
chr17	54440000	54890000
chr17	54900000	54970000
chr17	54980000	55360000
chr17	55370000	55510000
chr17	55520000	55600000
chr17	55610000	55830000
chr17	55840000	56120000
chr17	56130000	56320000
chr17	56330000	56480000
chr17	56490000	56580000
chr17	56590000	56800000
chr17	56810000	56960000
chr17	56970000	57120000
chr17	57130000	57240000
chr17	57250000	57410000
chr17	57420000	57590000
chr17	57600000	57840000
chr17	57850000	57990000
chr17	58000000	58110000
chr17	58120000	58180000
chr17	58190000	58510000
chr17	58520000	58700000
chr17	58710000	59010000
chr17	59020000	59310000
chr17	59320000	59440000
chr17	59450000	59570000
chr17	59580000	59710000
chr17	59720000	59880000
chr17	59890000	60040000
chr17	60050000	60180000
chr17	60190000	60430000
chr17	60440000	60690000
chr17	60700000	60960000
chr17	60970000	61390000
chr17	61400000	61630000
chr17	61640000	61850000
chr17	61860000	62120000
chr17	62130000	62230000
chr17	62240000	62410000
chr17	62420000	62690000
chr17	62700000	62980000
chr17	62990000	63080000
chr17	63090000	63410000
chr17	63420000	63610000
chr17	63620000	63700000
chr17	63710000	63840000
chr17	63850000	64030000
chr17	64040000	64140000
chr17	64150000	64290000
chr17	64300000	64410000
chr17	64420000	64490000
chr17	64500000	64650000
chr17	64660000	64770000
chr17	64780000	64970000
chr17	64980000	65220000
chr17	65230000	65440000
chr17	65450000	65560000
chr17	65570000	65800000
chr17	65810000	65980000
chr17	65990000	66180000
chr17	66190000	66700000
chr17	66710000	66900000
chr17	66910000	66980000
chr17	66990000	67370000
chr17	67380000	67700000
chr17	67710000	67790000
chr17	67800000	67950000
chr17	67960000	68060000
chr17	68070000	68250000
chr17	68260000	68460000
chr17	68470000	68610000
chr17	68620000	68760000
chr17	68770000	68970000
chr17	68980000	69250000
chr17	69260000	69320000
chr17	69330000	69550000
chr17	69560000	70160000
chr17	70170000	70630000
chr17	70640000	70760000
chr17	70770000	70940000
chr17	70950000	71080000
chr17	71090000	71470000
chr17	71480000	71760000
chr17	71770000	72110000
chr17	72120000	72550000
chr17	72560000	72720000
chr17	72730000	72970000
chr17	72980000	73180000
chr17	73190000	73380000
chr17	73390000	73640000
chr17	73650000	73710000
chr17	73720000	73840000
chr17	73850000	74200000
chr17	74210000	74290000
chr17	74300000	74360000
chr17	74370000	74530000
chr17	74540000	74650000
chr17	74660000	74730000
chr17	74740000	74860000
chr17	74870000	75040000
chr17	75050000	75110000
chr17	75120000	75270000
chr17	75280000	75410000
chr17	75420000	75500000
chr17	75510000	75590000
chr17	75600000	75760000
chr17	75770000	75830000
chr17	75840000	76000000
chr17	76010000	76100000
chr17	76110000	76270000
chr17	76280000	76400000
chr17	76410000	76510000
chr17	76520000	76720000
chr17	76730000	76940000
chr17	76950000	77080000
chr17	77090000	77250000
chr17	77260000	77500000
chr17	77510000	77760000
chr17	77770000	77890000
chr17	77900000	78010000
chr17	78020000	78100000
chr17	78110000	78250000
chr17	78260000	78490000
chr17	78500000	78840000
chr17	78850000	78980000
chr17	78990000	79170000
chr17	79180000	79390000
chr17	79400000	79600000
chr17	79610000	79710000
chr17	79720000	79840000
chr17	79850000	79920000
chr17	79930000	80000000
chr17	80010000	80190000
chr17	80200000	80410000
chr17	80420000	80570000
chr17	80580000	80980000
chr17	80990000	81110000
chr17	81120000	81250000
chr17	81260000	81540000
chr17	81550000	81670000
chr17	81680000	81910000
chr17	81920000	82010000
chr17	82020000	82230000
chr17	82240000	82310000
chr17	82320000	82460000
chr17	82470000	82650000
chr17	82660000	82770000
chr17	82780000	82900000
chr17	82910000	83050000
chr17	83060000	83257441
