chrom	start	end	weight	E1	E2	E3
chr17	3800000	3900000	0.007104263081159181	0.6175231717543197	-0.010645216206889041	-0.2567130451728355
chr17	3900000	4000000	0.007193788827876576	0.7975822013490904	-0.0831941098826098	-0.056456824534134156
chr17	4000000	4100000	0.006737738491840624	0.5686922721265564	-0.07239005455212363	-0.4017067140777999
chr17	4100000	4200000	0.006138084036980118	0.5878954581515728	-0.169088054456544	-0.48905315857464465
chr17	4200000	4300000	0.007438426527207293	0.7368802951870088	-0.1515016418210202	-0.302141897543958
chr17	4300000	4400000	0.007019276168447868	0.9127046223745424	-0.22815579243673292	0.005918109475638915
chr17	4400000	4500000	0.006018780608085984	0.5564419161101751	-0.19852262351854252	-0.4188476746533055
chr17	4500000	4600000	0.007831235243329333	0.7290387185795425	-0.23165268387744087	-0.3564104454885128
chr17	4600000	4700000	0.006329252622123095	0.7083207144901392	-0.24068144930487576	-0.2882131359814193
chr17	4700000	4800000	0.006810618694196411	0.8572694886460613	-0.22217403753354178	-0.1270412419473348
chr17	4800000	4900000	0.008142877575495125	0.9845275416334706	-0.25896691844704584	-0.03332586127232268
chr17	4900000	5000000	0.00619753194655752	0.924999886685594	-0.1806747703104759	-0.20548172187922645
chr17	5000000	5100000	0.007210874869350024	0.9807723134274742	-0.14404713261760843	-0.08367204448576322
chr17	5100000	5200000	0.007672998502143797	0.8689464449179695	-0.0881989553304634	0.0666300270963796
chr17	5200000	5300000	0.006571170937490021	0.9086636152274783	-0.08230838249376177	0.06985457276555536
chr17	5300000	5400000	0.008037937764272427	1.081381397249952	-0.059299729529182554	0.1149721955967247
chr17	5400000	5500000	0.006769248373485481	0.8645411406930735	-0.13876694707099999	-0.0893676443921492
chr17	5500000	5600000	0.00497410393651026	0.2466706507924248	-0.040151818614357036	-0.6042433370667388
chr17	5600000	5700000	0.0063704657532548505	0.22090803881541174	0.02061232245213103	-0.5052990876849216
chr17	5700000	5800000	0.005932509238601562	0.11889085778883333	0.011590754575904695	-0.6056871093650021
chr17	5800000	5900000	0.006365627018022387	0.25029215744065175	-0.00795036667200218	-0.4206107687977431
chr17	5900000	6000000	0.006788271650672567	0.32391731462661855	-0.016724924046170063	-0.3449154072223993
chr17	6000000	6100000	0.005851145674845864	0.16356269751519406	-0.07014085543833129	-0.6129725659673607
chr17	6100000	6200000	0.006347032116688715	0.30204417198170613	-0.003606334747933333	-0.474758746546168
chr17	6200000	6300000	0.0054442545807952495	0.18271680070388524	-0.06896103216081115	-0.5851293388401855
chr17	6300000	6400000	0.005471917840466837	0.27914177214712366	-0.05385913036328109	-0.43935726805048014
chr17	6400000	6500000	0.005547579359086796	0.2900599371131106	-0.1027642617763168	-0.5268437289582714
chr17	6500000	6600000	0.00751712624014594	0.7874335170339769	-0.03916835163811403	-0.02854092736072042
chr17	6600000	6700000	0.006209267337582916	0.5355475566270906	-0.08339670140728553	-0.3516564660996268
chr17	6700000	6800000	0.0068807691716755255	0.6293835633982441	-0.02457879088298918	-0.040715153776806706
chr17	6800000	6900000	0.006906010102864971	0.6520713866445379	-0.006680444664684377	-0.10223286323265368
chr17	6900000	7000000	0.006965974939094845	0.6689822103338722	-0.04533786697240697	-0.12612618717554355
chr17	7000000	7100000	0.006145023867265421	0.8107903282786165	-0.12339827375716551	-0.22889275260749278
chr17	7100000	7200000	0.0070954981330089715	0.9845850622514678	-0.10317230599446738	-0.004411057901076716
chr17	7200000	7300000	0.007174736474445822	1.2721177215451063	-0.23553545796247552	-0.04586783727948648
chr17	7300000	7400000	0.007387177983362624	1.2669651990638577	-0.2547555712874055	0.031372270453646184
chr17	7400000	7500000	0.008503077144755487	1.4418471775114161	-0.2683097561430987	0.25233967661052614
chr17	7500000	7600000	0.007242227210294772	1.2196514823108127	-0.28464160894955504	-0.08504224009240789
chr17	7600000	7700000	0.006154748947058272	1.377158238242429	-0.17928343654672407	0.08098082357892418
chr17	7700000	7800000	0.006062635886378757	1.1081590421402094	-0.05680041919964614	-0.08022349966765002
chr17	7800000	7900000	0.007037347882564656	1.148090893593018	-0.09413387452239079	0.003066972576044175
chr17	7900000	8000000	0.007404937765208373	1.2014281434786103	-0.025974926331837792	0.004418441244460966
chr17	8000000	8100000	0.005844436620932841	0.9653399496185121	-0.05720727126009349	-0.1551344121750626
chr17	8100000	8200000	0.006161879025741705	1.4341589274193647	0.010265866864368223	0.15723665129926326
chr17	8200000	8300000	0.006572177728381306	1.5738770370997712	-0.09762033454519956	0.21821831649868523
chr17	8300000	8400000	0.0059911508235157805	1.3657535782870012	0.04308153323864355	0.16422308047155257
chr17	8400000	8500000	0.006423726704087711	1.0776344196912795	0.20401231561783115	-0.046544394532098514
chr17	8500000	8600000	0.007232956978241286	1.028320077809655	0.22917752561492782	0.02571788679160747
chr17	8600000	8700000	0.007305048678447561	1.0671688451849044	0.4025496079108062	0.26444294283891334
chr17	8700000	8800000	0.005634760760174385	0.6623662622418579	0.23720122014997821	-0.2015324406083512
chr17	8800000	8900000	0.0066650784237574584	0.6798792734381046	0.4507909227704585	-0.07247951667175845
chr17	8900000	9000000	0.0063513563991091605	0.483705314726424	0.5285308268296437	-0.17343036064070272
chr17	9000000	9100000	0.006491546430534316	0.49390407439984635	0.6507381355899202	-0.04676080207130486
chr17	9100000	9200000	0.006894243008201839	0.5501275304742704	0.6483623375735562	-0.14300274494621307
chr17	9200000	9300000	0.006467094155203154	0.4086150157680139	0.5842209597036492	-0.19894546473351207
chr17	9300000	9400000	0.00572651853973107	0.42107560740338185	0.6336387540535989	-0.08602909766916778
chr17	9400000	9500000	0.006138594452478674	0.35956157796913446	0.6516640816884235	-0.02813472736308258
chr17	9500000	9600000	0.005845423383922928	0.2369164077848785	0.6722866845830472	-0.25587377058412053
chr17	9600000	9700000	0.007183936211281638	0.4518816576566734	1.084579408753446	0.1956395726091703
chr17	9700000	9800000	0.006176824239719805	0.2575085424425683	1.155894750866975	0.11733984955986151
chr17	9800000	9900000	0.0068039607379542	0.20460360864765215	1.2312203953850014	0.13336742237369562
chr17	9900000	10000000	0.005603897632803332	-0.021552775186689223	1.0555852840780373	-0.301492955806991
chr17	10000000	10100000	0.006545263241231709	0.13472037860322525	1.1676404426268039	-0.043402982040014505
chr17	10100000	10200000	0.006578870163639279	0.20902097571924527	1.2159700760632668	0.09110404613190186
chr17	10200000	10300000	0.005000200055119691	-0.10444158836427934	0.9812064833510308	-0.40158036318643925
chr17	10300000	10400000	0.005352856995591908	-0.1912839189354715	1.0127850372372589	-0.39761990352234344
chr17	10400000	10500000	0.007786933414641888	-0.10004364386719083	1.346233413487517	-0.04884347951861991
chr17	10500000	10600000	0.006449971520344417	-0.10824015747249117	1.2466246090633182	-0.1608336089847546
chr17	10600000	10700000	0.005208861635466366	-0.16680808155416388	1.159481186177331	-0.5000412048496533
chr17	10700000	10800000	0.0057124192353479935	-0.16458955541163087	1.5274440675266812	-0.25188433495987284
chr17	10800000	10900000	0.00552531014960774	-0.3725988193296211	1.1771855143877763	-0.5903047514197693
chr17	10900000	11000000	0.007009077552283857	-0.49539254304537	0.7396952667267965	-0.9399468155447863
chr17	11000000	11100000	0.008313339328344452	-0.49859556039982833	0.7587553655671134	-0.8874395783472953
chr17	11100000	11200000	0.007944140618179066	-0.4653027455843072	0.7653803340335358	-1.0438912954308315
chr17	11200000	11300000	0.008155445636504213	-0.5102778162952121	0.6778701641194996	-1.0414648456764428
chr17	11300000	11400000	0.008592940182725618	-0.529168010372627	0.6667570443983423	-1.0418534881967136
chr17	11400000	11500000	0.008358761679685535	-0.5016836389319292	0.6787084287463301	-0.9725088713019812
chr17	11500000	11600000	0.00808339387537719	-0.4668878475245961	0.7384590689846401	-0.9287616684538136
chr17	11600000	11700000	0.006489956659675548	-0.41440240364235115	0.9565495540648481	-0.8777749212585646
chr17	11700000	11800000	0.0061669005392798425	-0.41245206159238074	0.9333972656039605	-0.7695810446573037
chr17	11800000	11900000	0.006320792261755902	-0.4007752969980691	1.0225159610135168	-0.7178672992787156
chr17	11900000	12000000	0.0051333025887272486	-0.39981767241824945	1.0885154721376364	-0.8039376192018278
chr17	12000000	12100000	0.006430699481727358	-0.009108382998836989	1.397379944414488	-0.2559291682026381
chr17	12100000	12200000	0.00535067243098321	-0.1892184690944402	0.9459050240896247	-0.5393952471493765
chr17	12200000	12300000	0.0056831954918316685	-0.2992405641548274	0.7968014560185654	-0.6762801872230341
chr17	12300000	12400000	0.006179678926458558	-0.2969062790943972	0.7677034172210381	-0.577052272712674
chr17	12400000	12500000	0.007212510428057532	-0.20688839818835228	0.8734926953254698	-0.46959921540682037
chr17	12500000	12600000	0.006376108702474338	-0.2257847965139752	0.814201263136472	-0.46807740747976745
chr17	12600000	12700000	0.005825484585809196	-0.2248814589534732	0.765218555727908	-0.5804522887938612
chr17	12700000	12800000	0.0054798947125579076	-0.16661299837741647	0.8170572199183725	-0.542690462030005
chr17	12800000	12900000	0.006777975454405341	-0.0427180238445737	0.9271319762743537	-0.3300089007582113
chr17	12900000	13000000	0.006531048036981574	-0.07652620906328396	0.8206859295912012	-0.4008921737080795
chr17	13000000	13100000	0.005076169725450518	-0.23221229071947727	0.6606560996646836	-0.5424680788432834
chr17	13100000	13200000	0.0059749630647172695	-0.3491954093966596	0.654292600726902	-0.5615961814796889
chr17	13200000	13300000	0.006300989801962685	-0.2890324902608302	0.6075005709086184	-0.5323682015455982
chr17	13300000	13400000	0.006157083805646039	-0.3427447346739248	0.486420019065326	-0.6668448134087833
chr17	13400000	13500000	0.006346207906417423	-0.31786734617529266	0.5390743456183487	-0.5462526637473877
chr17	13500000	13600000	0.005122741104219702	-0.3050494773647532	0.43438254882530053	-0.7285607318029819
chr17	13600000	13700000	0.005707325442221166	-0.3356317697473058	0.40891419656777267	-0.7403724360405132
chr17	13700000	13800000	0.006139556917179309	-0.3016843986098883	0.4914085336933893	-0.6047135099768066
chr17	13800000	13900000	0.005764511933523676	-0.32157123591205244	0.5187490366716222	-0.658214005451535
chr17	13900000	14000000	0.005418924548627598	-0.265199673856887	0.482791700823906	-0.6864701148235846
chr17	14000000	14100000	0.0058646180916542435	-0.24104922588349506	0.4385761638059007	-0.6823657205412242
chr17	14100000	14200000	0.006767895986214518	-0.18068404776913236	0.4842211327678471	-0.6645863434836946
chr17	14200000	14300000	0.005293030072392913	-0.34824762560860356	0.35580347449852523	-0.810703435274568
chr17	14300000	14400000	0.005446842551996197	-0.19564847232892285	0.4179107962678739	-0.5854614392577414
chr17	14400000	14500000	0.005659583140319723	-0.23607725918261466	0.45087243300964763	-0.6101795525463087
chr17	14500000	14600000	0.00525676884426787	-0.2970908341310741	0.4733485632748229	-0.6027518895664757
chr17	14600000	14700000	0.006077313796873866	-0.31709965976159693	0.48518975596733444	-0.6342997993729399
chr17	14700000	14800000	0.005666799703516477	-0.35713697957577795	0.4417997021736475	-0.628542914952656
chr17	14800000	14900000	0.005677271753669199	-0.3819761900183543	0.43108972768316894	-0.7197254138484209
chr17	14900000	15000000	0.005722506840679793	-0.31302772811970214	0.5394657835562755	-0.6396317546423896
chr17	15000000	15100000	0.006013264471587909	-0.23026063561567003	0.6278001827747653	-0.3810104142564149
chr17	15100000	15200000	0.005706443186153068	-0.2789722237223816	0.576965615691291	-0.510593706441314
chr17	15200000	15300000	0.005662752447276476	-0.17357926980408994	0.47878090323481354	-0.5903291713135425
chr17	15300000	15400000	0.006908954200723581	0.1943780257320934	0.6775465054231516	-0.11804051185958084
chr17	15400000	15500000	0.006644351670217407	0.05857392744482969	0.5864074655556221	-0.3048405484758412
chr17	15500000	15600000	0.006555398277058715	0.08964513192302734	0.5298922505065113	-0.45262920677659724
chr17	15600000	15700000	0.007351580401064617	0.29024740959594836	0.43417316526413385	-0.2601847024813884
chr17	15700000	15800000	0.008615774313756888	0.2700577482068281	0.4993988251518197	-0.2538395721207568
chr17	15800000	15900000	0.008212574865018155	0.3050056310264863	0.4313883418555045	-0.27793522787520725
chr17	15900000	16000000	0.006644867558663	0.4880964732937012	0.42134303273141416	-0.0531680478914035
chr17	16000000	16100000	0.007277719427347373	0.543780762190459	0.17917000805738253	-0.15367266868451765
chr17	16100000	16200000	0.007720583381256619	0.8144626575658627	0.1797634857850987	0.1928316923310452
chr17	16200000	16300000	0.006252678867668459	0.8183080415990515	0.23833909402389578	0.0997529199600861
chr17	16300000	16400000	0.005862427772885441	0.8415858942820975	0.1740045056931859	0.024324078268593865
chr17	16400000	16500000	0.007305090955152637	0.8430488658604666	0.21008220588231172	0.11603870037461818
chr17	16500000	16600000	0.006963663062723335	0.7090223148217363	0.26786204038208933	-0.09380634363499657
chr17	16600000	16700000	0.008107365824405442	0.7747723740563591	0.32244637338822624	0.023768640323736902
chr17	16700000	16800000	0.010845403882110992	0.5090807334850976	0.23497750950938393	-0.11256480939477569
chr17	16800000	16900000	0.011018718033304035	0.6102647661675683	0.2654367254287989	-0.19274354254613482
chr17	16900000	17000000	0.006714372134784263	0.6375876190848097	0.23098498571806234	-0.23813286228466304
chr17	17000000	17100000	0.00768670247941517	0.8706029976226981	0.13286282656716092	-0.10190510816264703
chr17	17100000	17200000	0.00793111167862767	0.8558094762027558	0.04331903211406009	-0.18654795249186362
chr17	17200000	17300000	0.00659197032378628	0.9675402342460139	-0.0521795632174655	-0.1434711350739945
chr17	17300000	17400000	0.006216035008961765	0.6610984770453842	-0.002044992845986925	-0.3971155574530212
chr17	17400000	17500000	0.007145153543729696	0.8900460673501952	0.022919914448046332	-0.13627211010567436
chr17	17500000	17600000	0.00798779148127555	0.8417189336378474	0.007343898013872849	-0.2505327401601478
chr17	17600000	17700000	0.005620878578565764	0.7951028164286995	-0.05728543681511484	-0.320106300193146
chr17	17700000	17800000	0.008950591961768431	1.2447358731464497	-0.07437995049649616	0.03181636885955377
chr17	17800000	17900000	0.007944123284686487	1.2372630674517737	-0.07110006445004624	-0.12451887775655318
chr17	17900000	18000000	0.007723600362998915	1.2252033906632256	-0.052469302927287326	-0.012526398609237639
chr17	18000000	18100000	0.006160663473506813	1.160820040282917	-0.03604635317588711	-0.14138728090304012
chr17	18100000	18200000	0.006966044785556148	1.5534315849867606	-0.052152219345430205	0.15682638160134899
chr17	18200000	18300000	0.00801007115064575	1.6455048007875865	-0.13645061712371093	0.16899462562841897
chr17	18300000	18400000	0.007202046825356105	1.1447253332527885	0.03559253780475372	-0.1168028502854451
chr17	18400000	18500000				
chr17	18500000	18600000	0.00903140687627437	0.7514040097142431	0.07790941958903161	-0.23157008338388685
chr17	18600000	18700000	0.010652154947397628	0.9118329080856183	0.15393971977986434	-0.12345622020482805
chr17	18700000	18800000	0.008429017935460007	0.9953841536009919	0.21981825064761976	0.07988608176780075
chr17	18800000	18900000	0.009139200842285325	1.2968945914809895	0.16816008870990995	0.11142907689910941
chr17	18900000	19000000	0.007792404441852118	1.1881691082061343	0.10867987388606712	-0.031629210527460774
chr17	19000000	19100000				
chr17	19100000	19200000				
chr17	19200000	19300000	0.01042381447676511	1.1480549159263405	0.1611416500622398	0.11512380297066983
chr17	19300000	19400000	0.008157206376221937	0.9964628236725235	0.22312515339065636	-0.05676705721725166
chr17	19400000	19500000	0.006367783589753732	0.891053675206445	0.24635178679199565	-0.1488651120241385
chr17	19500000	19600000	0.005962510303051273	0.6404908543139888	0.28078176196246174	-0.27157060190343524
chr17	19600000	19700000	0.007241960120797631	0.647147716374697	0.35844205206014074	-0.27675613916840897
chr17	19700000	19800000	0.005981412831111426	0.36633227840844756	0.29960264133838754	-0.5021932124458628
chr17	19800000	19900000	0.0059568036235376305	0.5450761133637491	0.4063841365130806	-0.21243184256336883
chr17	19900000	20000000	0.0056429762646160566	0.5445088418902588	0.502635905759785	-0.2951828586364515
chr17	20000000	20100000	0.006613931382487385	0.48552456156226237	0.5620965854113846	-0.06441304836604075
chr17	20100000	20200000	0.006444999515178255	0.5081977477752024	0.5439488317925639	-0.21232244349898907
chr17	20200000	20300000	0.0066127469336651	0.5243087849052946	0.5851031281120515	-0.2636417415058894
chr17	20300000	20400000	0.008291846395512035	0.24296297946697507	0.6322603839050929	-0.568896046159962
chr17	20400000	20500000	0.01018480727957572	0.26798460732076873	0.723382783457617	-0.3944900267159138
chr17	20500000	20600000	0.010824066425645876	0.30739629976301625	0.9026708552736621	-0.2626869300573207
chr17	20600000	20700000	0.0078761363817207	0.1732139478863563	1.0297296826457116	-0.27017416034444763
chr17	20700000	20800000	0.0063397918394768205	0.11549498237316384	0.9647361317154358	-0.31907625066807455
chr17	20800000	20900000	0.006923809311540637	0.14907216576685345	1.0033075685054018	-0.3152140480972573
chr17	20900000	21000000	0.0073253714764438755	0.3065107148302236	1.0845945071480698	-0.2727155360803913
chr17	21000000	21100000	0.006420859882026748	0.3856980572920876	1.1857283659226971	-0.11544894643347454
chr17	21100000	21200000	0.00659707540148909	0.24569010845458736	1.4564279153484903	-0.1190208725210473
chr17	21200000	21300000	0.006555331269411392	0.24852548908904762	1.3463645640996476	-0.16927634598302427
chr17	21300000	21400000	0.009129806196750601	0.13072388102555382	1.4992600285957944	-0.07773811128847577
chr17	21400000	21500000	0.007563384160639594	-0.013423590496152165	1.5858824085657373	-0.1023759895943624
chr17	21500000	21600000	0.011259756065539653	-0.16798799781705745	1.8391547024632309	0.21552566404074375
chr17	21600000	21700000	0.016561493466832843	-0.2066258533577723	1.7647852380903977	0.2039715499693418
chr17	21700000	21800000				
chr17	21800000	21900000				
chr17	21900000	22000000				
chr17	22000000	22100000				
chr17	22100000	22200000	0.013441837863397576	0.06584102436590905	2.1090782996240307	0.42188295112374286
chr17	22200000	22300000				
chr17	22300000	22400000				
chr17	22400000	22500000				
chr17	22500000	22600000				
chr17	22600000	22700000				
chr17	22700000	22800000				
chr17	22800000	22900000				
chr17	22900000	23000000				
chr17	23000000	23100000				
chr17	23100000	23200000				
chr17	23200000	23300000				
chr17	23300000	23400000				
chr17	23400000	23500000				
chr17	23500000	23600000				
chr17	23600000	23700000				
chr17	23700000	23800000				
chr17	23800000	23900000				
chr17	23900000	24000000				
chr17	24000000	24100000				
chr17	24100000	24200000				
chr17	24200000	24300000				
chr17	24300000	24400000				
chr17	24400000	24500000				
chr17	24500000	24600000				
chr17	24600000	24700000				
chr17	24700000	24800000				
chr17	24800000	24900000				
chr17	24900000	25000000				
chr17	25000000	25100000				
chr17	25100000	25200000				
chr17	25200000	25300000				
chr17	25300000	25400000				
chr17	25400000	25500000				
chr17	25500000	25600000				
chr17	25600000	25700000				
chr17	25700000	25800000				
chr17	25800000	25900000				
chr17	25900000	26000000				
chr17	26000000	26100000				
chr17	26100000	26200000				
chr17	26200000	26300000				
chr17	26300000	26400000				
chr17	26400000	26500000				
chr17	26500000	26600000				
chr17	26600000	26700000				
chr17	26700000	26800000				
chr17	26800000	26900000				
chr17	26900000	27000000				
chr17	27000000	27100000				
chr17	27100000	27200000				
chr17	27200000	27300000	0.008534385981294893	-0.07457408357358561	1.8802768910507963	0.2441391227853747
chr17	27300000	27400000	0.0070539221104901325	0.09682327082309695	1.7838975704992441	0.19585439986622574
chr17	27400000	27500000	0.007478119313420509	0.19807413860555845	1.7028352617759308	0.13819103466435886
chr17	27500000	27600000	0.007399534307510924	0.2889838749324449	1.6331000421352688	0.0785999896575109
chr17	27600000	27700000	0.0063890042213583485	-0.012281849656773036	1.5239758350380688	-0.23371948797867856
chr17	27700000	27800000	0.007208078897163079	0.06262502577774916	1.6995483122962203	-0.04269322961527608
chr17	27800000	27900000	0.006432563494494132	0.16548563140476275	1.4742021256066142	-0.10915784931926881
chr17	27900000	28000000	0.0056902622567813555	0.36234741274149096	1.3304973229872847	-0.11297229595408183
chr17	28000000	28100000	0.00712260917499957	0.5956953609595177	1.3081509847067117	0.05974035866638649
chr17	28100000	28200000	0.007512518991061884	0.6152101861319923	1.2533575991381727	-0.002913260683110449
chr17	28200000	28300000	0.005699184329849797	0.5209247709356469	1.1696731761455919	-0.13452535081377007
chr17	28300000	28400000	0.006585815159717278	1.0832082166941068	1.016096351767945	0.03667926842590077
chr17	28400000	28500000	0.007674509800208171	1.4687615641606153	0.9198465529219901	0.42209840454235675
chr17	28500000	28600000	0.007056197613684997	1.791957628432778	0.5735042390730896	0.3100722317701627
chr17	28600000	28700000	0.006768039023366791	2.009951737904545	0.11065999727301574	0.31000800547786406
chr17	28700000	28800000	0.0073296851265167344	1.7998897253651824	0.0028137979281903343	0.18158740165403092
chr17	28800000	28900000	0.007279724092330478	1.8342592421151866	-0.009861137936457647	0.31087169706998363
chr17	28900000	29000000	0.005996921699189172	1.4017371070961715	-0.1046117692059926	-0.14156977094227968
chr17	29000000	29100000	0.007024351385268511	1.6878901972829983	-0.11904903821541507	0.11810212355435253
chr17	29100000	29200000	0.007270335453284531	1.2081032603317798	-0.06037620170805915	-0.1333165805903161
chr17	29200000	29300000	0.006728188849105503	1.065499343013071	-0.05392355493312706	-0.24006547582810106
chr17	29300000	29400000	0.005631285062230347	0.9130608939069157	-0.04543522586527149	-0.23639417864843612
chr17	29400000	29500000	0.007269881620930294	1.129077097334246	-0.09965104002687555	-0.08829087094697734
chr17	29500000	29600000	0.006256360302339083	0.7603338910370879	-0.09852603024517384	-0.47259113281842563
chr17	29600000	29700000	0.005577743760480392	0.5456932482435383	-0.05887231423943039	-0.45986694284451113
chr17	29700000	29800000	0.006675140618563696	0.6063090415277401	-0.006546941382415918	-0.448655702154327
chr17	29800000	29900000	0.006491089553656314	0.4850435826133638	-0.04132005952001963	-0.43998574953062375
chr17	29900000	30000000	0.0068986395701195035	0.49769601179524814	0.017413498200906652	-0.4685897748500923
chr17	30000000	30100000	0.00604395594152238	0.33282831565399057	0.029342370173092092	-0.6620366749644598
chr17	30100000	30200000	0.006156453159402515	0.49759368915389585	-0.06979491842116253	-0.5305713524238891
chr17	30200000	30300000	0.006395441889922934	0.5414933617374563	-0.061590015833956444	-0.5093961594315557
chr17	30300000	30400000	0.005452194187314637	0.3998099055854045	-0.053705828979977256	-0.6115775035034283
chr17	30400000	30500000	0.0063045246332496235	0.42868374963581707	-0.07542501685367434	-0.5430896619226971
chr17	30500000	30600000	0.0061906298762472774	0.5213531657139586	-0.07876617489163572	-0.532136187744782
chr17	30600000	30700000	0.008236133711932814	0.9025269891618437	-0.08932850447684086	-0.26934763623953495
chr17	30700000	30800000	0.0065364543645396525	0.7593469265466686	-0.08953513996802638	-0.419616263778491
chr17	30800000	30900000	0.0053638103205879955	0.4447792415640554	-0.0651242913352812	-0.5999398899553213
chr17	30900000	31000000	0.005412789142530301	0.3654242735971807	-0.031208723341184366	-0.5819149721376199
chr17	31000000	31100000	0.006411846032517437	0.4871588222958365	-0.002440022372685848	-0.5010024438927686
chr17	31100000	31200000	0.0070861553356060284	0.6178139135553158	-0.038425638025915546	-0.39191218988953924
chr17	31200000	31300000	0.007030383519330316	0.3613057132208269	-0.0026554800577609948	-0.6259243589560983
chr17	31300000	31400000	0.005940028768428188	0.33462078577514404	-0.03032517886529703	-0.5854313473966873
chr17	31400000	31500000	0.006616037895697241	0.5874058141612418	0.04692035270434822	-0.4706706922760445
chr17	31500000	31600000	0.006155079810329704	0.3773860816119645	0.08792862020287885	-0.5603588052759836
chr17	31600000	31700000	0.007239988690991551	0.5067080327338271	0.18009361411994781	-0.26011242632968967
chr17	31700000	31800000	0.007285332894506955	0.4418976828043504	0.1881894309704137	-0.3484292165186279
chr17	31800000	31900000	0.005009414854585215	0.32758723297255465	0.030443920688066676	-0.6391439462300179
chr17	31900000	32000000	0.006104331840826782	0.7065084346383262	0.09780626960209385	-0.4197741212247972
chr17	32000000	32100000	0.007924050594707813	0.773425969923167	0.10326905027053056	-0.17619899777304754
chr17	32100000	32200000	0.005957160729769515	0.681536471677763	0.14350099137666045	-0.2986629285024925
chr17	32200000	32300000	0.0062201136944822375	0.7405974940462903	0.21884015467108495	-0.2317212606167177
chr17	32300000	32400000	0.006988473477355477	0.8049957387757724	0.2215133185963358	-0.1753135944298922
chr17	32400000	32500000	0.00542249220685438	0.4768017979590735	0.26097995132954427	-0.4033207456610063
chr17	32500000	32600000	0.006813157939639506	0.30897347898422367	0.40353867453123354	-0.30745362556986894
chr17	32600000	32700000	0.007131289146059139	0.24648085914830917	0.44645390355006037	-0.34007783797050845
