chrom	sample1	sample1_start	sample1_end	sample1_dist_upstream	sample1_dist_downstream	sample1_adaptive_threshold	sample2	sample2_start	sample2_end	sample2_dist_upstream	sample2_dist_downstream	sample2_adaptive_threshold	distance	direction	abs_distance	min_threshold	final_classification
chr17	hiPSC_var	4410000.0	4420000.0	210000.0	290000.0	105000.0	hiPSC_nor	4410000.0	4420000.0	210000.0	120000.0	60000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	4710000.0	4720000.0	290000.0	180000.0	90000.0	hiPSC_nor	4700000.0	4710000.0	150000.0	190000.0	75000.0	-10000.0	Upstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	4900000.0	4910000.0	180000.0	170000.0	85000.0	hiPSC_nor	4900000.0	4910000.0	190000.0	280000.0	95000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	5080000.0	5090000.0	170000.0	400000.0	85000.0	hiPSC_nor	5190000.0	5200000.0	280000.0	270000.0	135000.0	110000.0	Downstream	110000.0	85000.0	Unique_boundary
chr17	hiPSC_var	5490000.0	5500000.0	400000.0	280000.0	140000.0	hiPSC_nor	5470000.0	5480000.0	270000.0	300000.0	135000.0	-20000.0	Upstream	20000.0	135000.0	Boundary_shift
chr17	hiPSC_var	5780000.0	5790000.0	280000.0	270000.0	135000.0	hiPSC_nor	5780000.0	5790000.0	300000.0	270000.0	135000.0	0.0	No_shift	0.0	135000.0	Stable_boundary
chr17	hiPSC_var	6060000.0	6070000.0	270000.0	210000.0	105000.0	hiPSC_nor	6060000.0	6070000.0	270000.0	200000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	6280000.0	6290000.0	210000.0	140000.0	70000.0	hiPSC_nor	6270000.0	6280000.0	200000.0	150000.0	75000.0	-10000.0	Upstream	10000.0	70000.0	Boundary_shift
chr17	hiPSC_var	6430000.0	6440000.0	140000.0	210000.0	70000.0	hiPSC_nor	6430000.0	6440000.0	150000.0	210000.0	75000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	6650000.0	6660000.0	210000.0	230000.0	105000.0	hiPSC_nor	6650000.0	6660000.0	210000.0	360000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	6890000.0	6900000.0	230000.0	120000.0	60000.0	hiPSC_nor	7020000.0	7030000.0	360000.0	160000.0	80000.0	130000.0	Downstream	130000.0	60000.0	Unique_boundary
chr17	hiPSC_var	7020000.0	7030000.0	120000.0	160000.0	60000.0	hiPSC_nor	7020000.0	7030000.0	360000.0	160000.0	80000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	7190000.0	7200000.0	160000.0	380000.0	80000.0	hiPSC_nor	7190000.0	7200000.0	160000.0	370000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	7580000.0	7590000.0	380000.0	120000.0	60000.0	hiPSC_nor	7570000.0	7580000.0	370000.0	140000.0	70000.0	-10000.0	Upstream	10000.0	60000.0	Boundary_shift
chr17	hiPSC_var	7710000.0	7720000.0	120000.0	130000.0	60000.0	hiPSC_nor	7720000.0	7730000.0	140000.0	330000.0	70000.0	10000.0	Downstream	10000.0	60000.0	Boundary_shift
chr17	hiPSC_var	7850000.0	7860000.0	130000.0	200000.0	65000.0	hiPSC_nor	7720000.0	7730000.0	140000.0	330000.0	70000.0	-130000.0	Upstream	130000.0	65000.0	Unique_boundary
chr17	hiPSC_var	8060000.0	8070000.0	200000.0	310000.0	100000.0	hiPSC_nor	8060000.0	8070000.0	330000.0	310000.0	155000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	8380000.0	8390000.0	310000.0	400000.0	155000.0	hiPSC_nor	8380000.0	8390000.0	310000.0	390000.0	155000.0	0.0	No_shift	0.0	155000.0	Stable_boundary
chr17	hiPSC_var	8790000.0	8800000.0	400000.0	190000.0	95000.0	hiPSC_nor	8780000.0	8790000.0	390000.0	200000.0	100000.0	-10000.0	Upstream	10000.0	95000.0	Boundary_shift
chr17	hiPSC_var	8990000.0	9000000.0	190000.0	290000.0	95000.0	hiPSC_nor	8990000.0	9000000.0	200000.0	290000.0	100000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	9290000.0	9300000.0	290000.0	250000.0	125000.0	hiPSC_nor	9290000.0	9300000.0	290000.0	250000.0	125000.0	0.0	No_shift	0.0	125000.0	Stable_boundary
chr17	hiPSC_var	9550000.0	9560000.0	250000.0	160000.0	80000.0	hiPSC_nor	9550000.0	9560000.0	250000.0	150000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	9720000.0	9730000.0	160000.0	170000.0	80000.0	hiPSC_nor	9710000.0	9720000.0	150000.0	190000.0	75000.0	-10000.0	Upstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	9900000.0	9910000.0	170000.0	370000.0	85000.0	hiPSC_nor	9910000.0	9920000.0	190000.0	350000.0	95000.0	10000.0	Downstream	10000.0	85000.0	Boundary_shift
chr17	hiPSC_var	10280000.0	10290000.0	370000.0	330000.0	165000.0	hiPSC_nor	10270000.0	10280000.0	350000.0	340000.0	170000.0	-10000.0	Upstream	10000.0	165000.0	Boundary_shift
chr17	hiPSC_var	10620000.0	10630000.0	330000.0	240000.0	120000.0	hiPSC_nor	10620000.0	10630000.0	340000.0	240000.0	120000.0	0.0	No_shift	0.0	120000.0	Stable_boundary
chr17	hiPSC_var	10870000.0	10880000.0	240000.0	630000.0	120000.0	hiPSC_nor	10870000.0	10880000.0	240000.0	730000.0	120000.0	0.0	No_shift	0.0	120000.0	Stable_boundary
chr17	hiPSC_var	11510000.0	11520000.0	630000.0	90000.0	45000.0	hiPSC_nor	11610000.0	11620000.0	730000.0	370000.0	185000.0	100000.0	Downstream	100000.0	45000.0	Unique_boundary
chr17	hiPSC_var	11610000.0	11620000.0	90000.0	370000.0	45000.0	hiPSC_nor	11610000.0	11620000.0	730000.0	370000.0	185000.0	0.0	No_shift	0.0	45000.0	Stable_boundary
chr17	hiPSC_var	11990000.0	12000000.0	370000.0	170000.0	85000.0	hiPSC_nor	11990000.0	12000000.0	370000.0	150000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	12170000.0	12180000.0	170000.0	570000.0	85000.0	hiPSC_nor	12150000.0	12160000.0	150000.0	590000.0	75000.0	-20000.0	Upstream	20000.0	75000.0	Boundary_shift
chr17	hiPSC_var	12750000.0	12760000.0	570000.0	260000.0	130000.0	hiPSC_nor	12750000.0	12760000.0	590000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	13020000.0	13030000.0	260000.0	290000.0	130000.0	hiPSC_nor	13020000.0	13030000.0	260000.0	290000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	13320000.0	13330000.0	290000.0	260000.0	130000.0	hiPSC_nor	13320000.0	13330000.0	290000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	13590000.0	13600000.0	260000.0	690000.0	130000.0	hiPSC_nor	13590000.0	13600000.0	260000.0	680000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	14290000.0	14300000.0	690000.0	630000.0	315000.0	hiPSC_nor	14280000.0	14290000.0	680000.0	520000.0	260000.0	-10000.0	Upstream	10000.0	260000.0	Boundary_shift
chr17	hiPSC_var	14930000.0	14940000.0	630000.0	290000.0	145000.0	hiPSC_nor	14810000.0	14820000.0	520000.0	410000.0	205000.0	-120000.0	Upstream	120000.0	145000.0	Boundary_shift
chr17	hiPSC_var	15230000.0	15240000.0	290000.0	290000.0	145000.0	hiPSC_nor	15230000.0	15240000.0	410000.0	290000.0	145000.0	0.0	No_shift	0.0	145000.0	Stable_boundary
chr17	hiPSC_var	15530000.0	15540000.0	290000.0	270000.0	135000.0	hiPSC_nor	15530000.0	15540000.0	290000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	15810000.0	15820000.0	270000.0	180000.0	90000.0	hiPSC_nor	15800000.0	15810000.0	260000.0	190000.0	95000.0	-10000.0	Upstream	10000.0	90000.0	Boundary_shift
chr17	hiPSC_var	16000000.0	16010000.0	180000.0	330000.0	90000.0	hiPSC_nor	16000000.0	16010000.0	190000.0	330000.0	95000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	16340000.0	16350000.0	330000.0	180000.0	90000.0	hiPSC_nor	16340000.0	16350000.0	330000.0	180000.0	90000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	16530000.0	16540000.0	180000.0	160000.0	80000.0	hiPSC_nor	16530000.0	16540000.0	180000.0	180000.0	90000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	16700000.0	16710000.0	160000.0	280000.0	80000.0	hiPSC_nor	16720000.0	16730000.0	180000.0	130000.0	65000.0	20000.0	Downstream	20000.0	65000.0	Boundary_shift
chr17	hiPSC_var	16990000.0	17000000.0	280000.0	340000.0	140000.0	hiPSC_nor	16860000.0	16870000.0	130000.0	470000.0	65000.0	-130000.0	Upstream	130000.0	65000.0	Unique_boundary
chr17	hiPSC_var	17340000.0	17350000.0	340000.0	130000.0	65000.0	hiPSC_nor	17340000.0	17350000.0	470000.0	140000.0	70000.0	0.0	No_shift	0.0	65000.0	Stable_boundary
chr17	hiPSC_var	17480000.0	17490000.0	130000.0	170000.0	65000.0	hiPSC_nor	17490000.0	17500000.0	140000.0	160000.0	70000.0	10000.0	Downstream	10000.0	65000.0	Boundary_shift
chr17	hiPSC_var	17660000.0	17670000.0	170000.0	410000.0	85000.0	hiPSC_nor	17660000.0	17670000.0	160000.0	370000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	18080000.0	18090000.0	410000.0	700000.0	205000.0	hiPSC_nor	18040000.0	18050000.0	370000.0	550000.0	185000.0	-40000.0	Upstream	40000.0	185000.0	Boundary_shift
chr17	hiPSC_var	18790000.0	18800000.0	700000.0	550000.0	275000.0	hiPSC_nor	18800000.0	18810000.0	190000.0	530000.0	95000.0	10000.0	Downstream	10000.0	95000.0	Boundary_shift
chr17	hiPSC_var	19350000.0	19360000.0	550000.0	150000.0	75000.0	hiPSC_nor	19340000.0	19350000.0	530000.0	160000.0	80000.0	-10000.0	Upstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	19510000.0	19520000.0	150000.0	250000.0	75000.0	hiPSC_nor	19510000.0	19520000.0	160000.0	250000.0	80000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	19770000.0	19780000.0	250000.0	200000.0	100000.0	hiPSC_nor	19770000.0	19780000.0	250000.0	200000.0	100000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	19980000.0	19990000.0	200000.0	120000.0	60000.0	hiPSC_nor	19980000.0	19990000.0	200000.0	120000.0	60000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	20110000.0	20120000.0	120000.0	210000.0	60000.0	hiPSC_nor	20110000.0	20120000.0	120000.0	320000.0	60000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	20330000.0	20340000.0	210000.0	440000.0	105000.0	hiPSC_nor	20440000.0	20450000.0	320000.0	330000.0	160000.0	110000.0	Downstream	110000.0	105000.0	Unique_boundary
chr17	hiPSC_var	20780000.0	20790000.0	440000.0	210000.0	105000.0	hiPSC_nor	20780000.0	20790000.0	330000.0	210000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	21000000.0	21010000.0	210000.0	260000.0	105000.0	hiPSC_nor	21000000.0	21010000.0	210000.0	280000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	21270000.0	21280000.0	260000.0	150000.0	75000.0	hiPSC_nor	21290000.0	21300000.0	280000.0	240000.0	120000.0	20000.0	Downstream	20000.0	75000.0	Boundary_shift
chr17	hiPSC_var	21430000.0	21440000.0	150000.0	5910000.0	75000.0	hiPSC_nor	21540000.0	21550000.0	240000.0	5800000.0	120000.0	110000.0	Downstream	110000.0	75000.0	Unique_boundary
chr17	hiPSC_var	27350000.0	27360000.0	5910000.0	280000.0	140000.0	hiPSC_nor	27350000.0	27360000.0	5800000.0	280000.0	140000.0	0.0	No_shift	0.0	140000.0	Stable_boundary
chr17	hiPSC_var	27640000.0	27650000.0	280000.0	100000.0	50000.0	hiPSC_nor	27640000.0	27650000.0	280000.0	110000.0	55000.0	0.0	No_shift	0.0	50000.0	Stable_boundary
chr17	hiPSC_var	27750000.0	27760000.0	100000.0	130000.0	50000.0	hiPSC_nor	27760000.0	27770000.0	110000.0	120000.0	55000.0	10000.0	Downstream	10000.0	50000.0	Boundary_shift
chr17	hiPSC_var	27890000.0	27900000.0	130000.0	430000.0	65000.0	hiPSC_nor	27890000.0	27900000.0	120000.0	440000.0	60000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	28330000.0	28340000.0	430000.0	210000.0	105000.0	hiPSC_nor	28340000.0	28350000.0	440000.0	200000.0	100000.0	10000.0	Downstream	10000.0	100000.0	Boundary_shift
chr17	hiPSC_var	28550000.0	28560000.0	210000.0	150000.0	75000.0	hiPSC_nor	28550000.0	28560000.0	200000.0	150000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	28710000.0	28720000.0	150000.0	220000.0	75000.0	hiPSC_nor	28710000.0	28720000.0	150000.0	220000.0	75000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	28940000.0	28950000.0	220000.0	170000.0	85000.0	hiPSC_nor	28940000.0	28950000.0	220000.0	170000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	29120000.0	29130000.0	170000.0	230000.0	85000.0	hiPSC_nor	29120000.0	29130000.0	170000.0	230000.0	85000.0	0.0	No_shift	0.0	85000.0	Stable_boundary
chr17	hiPSC_var	29360000.0	29370000.0	230000.0	250000.0	115000.0	hiPSC_nor	29360000.0	29370000.0	230000.0	250000.0	115000.0	0.0	No_shift	0.0	115000.0	Stable_boundary
chr17	hiPSC_var	29620000.0	29630000.0	250000.0	160000.0	80000.0	hiPSC_nor	29620000.0	29630000.0	250000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	29790000.0	29800000.0	160000.0	300000.0	80000.0	hiPSC_nor	29790000.0	29800000.0	160000.0	300000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	30100000.0	30110000.0	300000.0	230000.0	115000.0	hiPSC_nor	30100000.0	30110000.0	300000.0	180000.0	90000.0	0.0	No_shift	0.0	90000.0	Stable_boundary
chr17	hiPSC_var	30340000.0	30350000.0	230000.0	550000.0	115000.0	hiPSC_nor	30290000.0	30300000.0	180000.0	600000.0	90000.0	-50000.0	Upstream	50000.0	90000.0	Boundary_shift
chr17	hiPSC_var	30900000.0	30910000.0	550000.0	310000.0	155000.0	hiPSC_nor	30900000.0	30910000.0	600000.0	300000.0	150000.0	0.0	No_shift	0.0	150000.0	Stable_boundary
chr17	hiPSC_var	31220000.0	31230000.0	310000.0	150000.0	75000.0	hiPSC_nor	31210000.0	31220000.0	300000.0	150000.0	75000.0	-10000.0	Upstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	31380000.0	31390000.0	150000.0	160000.0	75000.0	hiPSC_nor	31370000.0	31380000.0	150000.0	160000.0	75000.0	-10000.0	Upstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	31550000.0	31560000.0	160000.0	290000.0	80000.0	hiPSC_nor	31540000.0	31550000.0	160000.0	300000.0	80000.0	-10000.0	Upstream	10000.0	80000.0	Boundary_shift
chr17	hiPSC_var	31850000.0	31860000.0	290000.0	290000.0	145000.0	hiPSC_nor	31850000.0	31860000.0	300000.0	290000.0	145000.0	0.0	No_shift	0.0	145000.0	Stable_boundary
chr17	hiPSC_var	32150000.0	32160000.0	290000.0	310000.0	145000.0	hiPSC_nor	32150000.0	32160000.0	290000.0	310000.0	145000.0	0.0	No_shift	0.0	145000.0	Stable_boundary
chr17	hiPSC_var	32470000.0	32480000.0	310000.0	290000.0	145000.0	hiPSC_nor	32470000.0	32480000.0	310000.0	290000.0	145000.0	0.0	No_shift	0.0	145000.0	Stable_boundary
chr17	hiPSC_var	32770000.0	32780000.0	290000.0	220000.0	110000.0	hiPSC_nor	32770000.0	32780000.0	290000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	33000000.0	33010000.0	220000.0	270000.0	110000.0	hiPSC_nor	32940000.0	32950000.0	160000.0	330000.0	80000.0	-60000.0	Upstream	60000.0	80000.0	Boundary_shift
chr17	hiPSC_var	33280000.0	33290000.0	270000.0	230000.0	115000.0	hiPSC_nor	33280000.0	33290000.0	330000.0	230000.0	115000.0	0.0	No_shift	0.0	115000.0	Stable_boundary
chr17	hiPSC_var	33520000.0	33530000.0	230000.0	150000.0	75000.0	hiPSC_nor	33520000.0	33530000.0	230000.0	160000.0	80000.0	0.0	No_shift	0.0	75000.0	Stable_boundary
chr17	hiPSC_var	33680000.0	33690000.0	150000.0	260000.0	75000.0	hiPSC_nor	33690000.0	33700000.0	160000.0	250000.0	80000.0	10000.0	Downstream	10000.0	75000.0	Boundary_shift
chr17	hiPSC_var	33950000.0	33960000.0	260000.0	220000.0	110000.0	hiPSC_nor	33950000.0	33960000.0	250000.0	220000.0	110000.0	0.0	No_shift	0.0	110000.0	Stable_boundary
chr17	hiPSC_var	34180000.0	34190000.0	220000.0	190000.0	95000.0	hiPSC_nor	34180000.0	34190000.0	220000.0	190000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	34380000.0	34390000.0	190000.0	140000.0	70000.0	hiPSC_nor	34380000.0	34390000.0	190000.0	140000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	34530000.0	34540000.0	140000.0	110000.0	55000.0	hiPSC_nor	34530000.0	34540000.0	140000.0	120000.0	60000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	34650000.0	34660000.0	110000.0	300000.0	55000.0	hiPSC_nor	34660000.0	34670000.0	120000.0	290000.0	60000.0	10000.0	Downstream	10000.0	55000.0	Boundary_shift
chr17	hiPSC_var	34960000.0	34970000.0	300000.0	160000.0	80000.0	hiPSC_nor	34960000.0	34970000.0	290000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	35130000.0	35140000.0	160000.0	400000.0	80000.0	hiPSC_nor	35130000.0	35140000.0	160000.0	400000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	35540000.0	35550000.0	400000.0	260000.0	130000.0	hiPSC_nor	35540000.0	35550000.0	400000.0	260000.0	130000.0	0.0	No_shift	0.0	130000.0	Stable_boundary
chr17	hiPSC_var	35810000.0	35820000.0	260000.0	140000.0	70000.0	hiPSC_nor	35810000.0	35820000.0	260000.0	140000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	35960000.0	35970000.0	140000.0	630000.0	70000.0	hiPSC_nor	35960000.0	35970000.0	140000.0	620000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	36600000.0	36610000.0	630000.0	330000.0	165000.0	hiPSC_nor	36590000.0	36600000.0	620000.0	340000.0	170000.0	-10000.0	Upstream	10000.0	165000.0	Boundary_shift
chr17	hiPSC_var	36940000.0	36950000.0	330000.0	450000.0	165000.0	hiPSC_nor	36940000.0	36950000.0	340000.0	450000.0	170000.0	0.0	No_shift	0.0	165000.0	Stable_boundary
chr17	hiPSC_var	37400000.0	37410000.0	450000.0	220000.0	110000.0	hiPSC_nor	37400000.0	37410000.0	450000.0	230000.0	115000.0	0.0	No_shift	0.0	110000.0	Stable_boundary
chr17	hiPSC_var	37630000.0	37640000.0	220000.0	670000.0	110000.0	hiPSC_nor	37640000.0	37650000.0	230000.0	660000.0	115000.0	10000.0	Downstream	10000.0	110000.0	Boundary_shift
chr17	hiPSC_var	38310000.0	38320000.0	670000.0	420000.0	210000.0	hiPSC_nor	38310000.0	38320000.0	660000.0	420000.0	210000.0	0.0	No_shift	0.0	210000.0	Stable_boundary
chr17	hiPSC_var	38740000.0	38750000.0	420000.0	220000.0	110000.0	hiPSC_nor	38740000.0	38750000.0	420000.0	210000.0	105000.0	0.0	No_shift	0.0	105000.0	Stable_boundary
chr17	hiPSC_var	38970000.0	38980000.0	220000.0	200000.0	100000.0	hiPSC_nor	38960000.0	38970000.0	210000.0	210000.0	105000.0	-10000.0	Upstream	10000.0	100000.0	Boundary_shift
chr17	hiPSC_var	39180000.0	39190000.0	200000.0	210000.0	100000.0	hiPSC_nor	39180000.0	39190000.0	210000.0	340000.0	105000.0	0.0	No_shift	0.0	100000.0	Stable_boundary
chr17	hiPSC_var	39400000.0	39410000.0	210000.0	120000.0	60000.0	hiPSC_nor	39530000.0	39540000.0	340000.0	440000.0	170000.0	130000.0	Downstream	130000.0	60000.0	Unique_boundary
chr17	hiPSC_var	39530000.0	39540000.0	120000.0	440000.0	60000.0	hiPSC_nor	39530000.0	39540000.0	340000.0	440000.0	170000.0	0.0	No_shift	0.0	60000.0	Stable_boundary
chr17	hiPSC_var	39980000.0	39990000.0	440000.0	190000.0	95000.0	hiPSC_nor	39980000.0	39990000.0	440000.0	190000.0	95000.0	0.0	No_shift	0.0	95000.0	Stable_boundary
chr17	hiPSC_var	40180000.0	40190000.0	190000.0	170000.0	85000.0	hiPSC_nor	40180000.0	40190000.0	190000.0	160000.0	80000.0	0.0	No_shift	0.0	80000.0	Stable_boundary
chr17	hiPSC_var	40360000.0	40370000.0	170000.0	230000.0	85000.0	hiPSC_nor	40350000.0	40360000.0	160000.0	240000.0	80000.0	-10000.0	Upstream	10000.0	80000.0	Boundary_shift
chr17	hiPSC_var	40600000.0	40610000.0	230000.0	280000.0	115000.0	hiPSC_nor	40600000.0	40610000.0	240000.0	250000.0	120000.0	0.0	No_shift	0.0	115000.0	Stable_boundary
chr17	hiPSC_var	40890000.0	40900000.0	280000.0	420000.0	140000.0	hiPSC_nor	40860000.0	40870000.0	250000.0	450000.0	125000.0	-30000.0	Upstream	30000.0	125000.0	Boundary_shift
chr17	hiPSC_var	41320000.0	41330000.0	420000.0	350000.0	175000.0	hiPSC_nor	41320000.0	41330000.0	450000.0	350000.0	175000.0	0.0	No_shift	0.0	175000.0	Stable_boundary
chr17	hiPSC_var	41680000.0	41690000.0	350000.0	320000.0	160000.0	hiPSC_nor	41680000.0	41690000.0	350000.0	310000.0	155000.0	0.0	No_shift	0.0	155000.0	Stable_boundary
chr17	hiPSC_var	42010000.0	42020000.0	320000.0	110000.0	55000.0	hiPSC_nor	42000000.0	42010000.0	310000.0	110000.0	55000.0	-10000.0	Upstream	10000.0	55000.0	Boundary_shift
chr17	hiPSC_var	42130000.0	42140000.0	110000.0	390000.0	55000.0	hiPSC_nor	42120000.0	42130000.0	110000.0	400000.0	55000.0	-10000.0	Upstream	10000.0	55000.0	Boundary_shift
chr17	hiPSC_var	42530000.0	42540000.0	390000.0	280000.0	140000.0	hiPSC_nor	42530000.0	42540000.0	400000.0	280000.0	140000.0	0.0	No_shift	0.0	140000.0	Stable_boundary
chr17	hiPSC_var	42820000.0	42830000.0	280000.0	140000.0	70000.0	hiPSC_nor	42820000.0	42830000.0	280000.0	140000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	42970000.0	42980000.0	140000.0	390000.0	70000.0	hiPSC_nor	42970000.0	42980000.0	140000.0	390000.0	70000.0	0.0	No_shift	0.0	70000.0	Stable_boundary
chr17	hiPSC_var	43370000.0	43380000.0	390000.0	110000.0	55000.0	hiPSC_nor	43370000.0	43380000.0	390000.0	120000.0	60000.0	0.0	No_shift	0.0	55000.0	Stable_boundary
chr17	hiPSC_var	43490000.0	43500000.0	110000.0	270000.0	55000.0	hiPSC_nor	43500000.0	43510000.0	120000.0	170000.0	60000.0	10000.0	Downstream	10000.0	55000.0	Boundary_shift
